Place,City,total_reviews,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Dungeshwari Hills,Gaya,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Fine Arts Cultural Centre,Mumbai,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Gananath Mandir,Almora,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Gandhi Sagar Dam,Neemuch,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
GandhiBagh Park,Silchar,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Gemstone Ganesh Museum,Jaipur,12,4.666666666666667,0,0,12,0.0,0.0,1.0,1.0
Geshila Peak,Tawang,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Gonasikha Temple,Keonjhar,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Hanging Rocks,Chaukori,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Hari-Hara Dharmasastha Temple,Nagpur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Indian Institute of Foreign Trade,New Delhi,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Itiadoh Dam,Gondia,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
J J Art gallery,Surat,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Jagriti Park,Katni,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Jain Mandir Salawa,Meerut,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Jamva Ramgarh Wildlife Sanctuary,Jaipur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kachiguda Mahankali Temple,Hyderabad,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kalai Beach,Valsad,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kanjirakoli Waterfall,Kannur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kasarkod Beach,Kasarkod,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Kondivli Beach,Raigad,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kukke Subramanya Sri Raghavendra Matha,Bengaluru,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Kulraj Broadway Cinema,Mumbai,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Lets Trip Cycle Tours,Panchgani,15,4.666666666666667,0,0,15,0.0,0.0,1.0,1.0
Maheswarar Maha Pyramid,Hyderabad,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Major Dhyanchand Hockey Stadium,Pimpri-Chinchwad,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Orchha Tourist Point,Orchha,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Pandit Bhimsen Joshi Udyan,Pune,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Parappukadu Devi Temple,Changanacherry,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
"Ramling Caves Temple, Palsambe",Kolhapur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Rampuria Havelis,Bikaner,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Rokadia Hanuman Temple,Porbandar,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
SeaWorld,Jabalpur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Shree Shantadurga Kunkalikarin Temple,Fatorpa,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Shri Panchasara Parshwanath Jain Derasar,Patan,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Sri Mayapur Chandrodaya,Mayapur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Sri Nagarala Sri Maha Lakshmi Ammavaru Temple,Vijayawada,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
St.George Orthodox Church (Chandanapally Valiyapalli ),Pathanamthitta,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Swiftlet Cave Munnar,Munnar,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
The Tree House Farm,Gholu Majra,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
Trineteshwar Temple,Surendranagar,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Vatika Jewellers,Jaipur,6,4.666666666666667,0,0,6,0.0,0.0,1.0,1.0
maharaja craft factory,Bikaner,9,4.666666666666667,0,0,9,0.0,0.0,1.0,1.0
Dr. Ram Manohar Lohia Park,Lucknow,17,4.647058823529412,0,0,17,0.0,0.0,1.0,1.0
Gaurishankar Lake,Bhavnagar,14,4.642857142857143,0,0,14,0.0,0.0,1.0,1.0
Attappadi Hills,Mannarkkad,11,4.636363636363637,0,0,11,0.0,0.0,1.0,1.0
Belur Golf Course,Belur,11,4.636363636363637,0,0,11,0.0,0.0,1.0,1.0
Panchvaktra Temple,Mandi,11,4.636363636363637,0,0,11,0.0,0.0,1.0,1.0
Sri Sri Radha Raman Bihari Ji Mandir,Lucknow,11,4.636363636363637,0,0,11,0.0,0.0,1.0,1.0
Alha Deo Mandir,Maihar,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Chandrakanta  Art's,Jaisalmer,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Ferozepur Nallah,Gulmarg,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Harinder Mountain,Manikaran,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Manali Picnic Spot and Camps,Manali,8,4.625,0,0,8,0.0,0.0,1.0,1.0
National Gallery Of Portraits,Chandigarh,8,4.625,0,0,8,0.0,0.0,1.0,1.0
P. K. Das's Driftwood Museum & Park,Bhagalpur,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Shree Chitragupta Dham,Ujjain,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Sri Bhagavati Temple,Mandrem,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Sundarban Nature Club,Sundarban,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Tagore Theatre,Chandigarh,8,4.625,0,0,8,0.0,0.0,1.0,1.0
Tara Baba Kutiya,Sirsa,16,4.625,0,0,16,0.0,0.0,1.0,1.0
Green Shop,Coonoor,21,4.619047619047619,0,0,21,0.0,0.0,1.0,1.0
Child Art Gallery,Chandigarh,13,4.615384615384615,0,0,13,0.0,0.0,1.0,1.0
Jagat Mandir,Rajkot,13,4.615384615384615,0,0,13,0.0,0.0,1.0,1.0
Kottancheri Hills,Kasaragod,13,4.615384615384615,0,0,13,0.0,0.0,1.0,1.0
Dooars Tours and Travels Planner,Jalpaiguri,28,4.607142857142857,0,0,28,0.0,0.0,1.0,1.0
Afsal Mandir,Ernakulam,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Baldeoji Temple,Panna,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Deo Somnath Temple,Dungarpur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Glass Jain Temple,Nagaur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Grand Walk Mall Ludhiana,Ludhiana,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Gulmarg Biosphere Reserve,Gulmarg,10,4.6,0,0,10,0.0,0.0,1.0,1.0
Irumbai Maakaaleswarar Temple,Villupuram,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Kaddipuram Beach,Kodungallur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Kalapania Nature Park,Agartala,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Kanwar Lake,Begusarai,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Kori Dam,Parsada,10,4.6,0,0,10,0.0,0.0,1.0,1.0
MadTrek Adventures,Khaniyara,15,4.6,0,0,15,0.0,0.0,1.0,1.0
Madamsilli Dam,Dhamtari,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Maharaja Sansar Chandra Museum & Cafe,Kangra,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Mathura Madhuram,Jhansi,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Mausoleum of Bahu Begum,Ayodhya,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Muregar Falls,Sirsi,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Nagamadevi Temple,Dharapuram,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Nizamia Observatory,Hyderabad,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Our Lady of Lourdes Metropolitan Cathedral,Thrissur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Padmavati Devi Temple,Panna,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Panachickkadu Saraswathi Temple,Kottayam,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Pataleshwar Mahadev Temple,Palanpur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Pegasus Shopping Mall,Hyderabad,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Rotary Garden,Surendranagar,10,4.6,0,0,10,0.0,0.0,1.0,1.0
Sahyadri Wildlife Sanctuary,Pune,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Saidham Temple,Kopargaon,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Sathnala Dam,Adilabad,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Sem Mukhem Temple,New Tehri,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Shaheed Bhagat Singh Park,Jaipur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Shree Swami Samarth,Panvel,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Speedway 7 Adrenaline Park,Guntur,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Spiritual Museum,Agra,15,4.6,0,0,15,0.0,0.0,1.0,1.0
Sri Dandayuthapani Temple,Salem,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Sri Guru Kottureshwara Temple,Bellary,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Sri Somanatheshwara Cave Temple,Moodabidri,5,4.6,0,0,5,0.0,0.0,1.0,1.0
St Jerome Church,Mapusa,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Sulikere,Bengaluru,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Suryadeo Mando Devi Temples,Gondia,10,4.6,0,0,10,0.0,0.0,1.0,1.0
Vaikom Lake Beach,Vaikom,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Vijayadurga Temple,Ponda,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Xtreme Adventures yelagiri hills,Yelagiri,5,4.6,0,0,5,0.0,0.0,1.0,1.0
Chenab Lake,Auli,17,4.588235294117647,0,0,17,0.0,0.0,1.0,1.0
Paradizzo Resort,Ajmer,17,4.588235294117647,0,0,17,0.0,0.0,1.0,1.0
Angadipetty -Kerala Ayurveda Museum,Thekkady,12,4.583333333333333,0,0,12,0.0,0.0,1.0,1.0
Kagdi Pick Up Weir,Banswara,19,4.578947368421052,0,0,19,0.0,0.0,1.0,1.0
Art Spice,New Delhi,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Arultharum Mutharamman Thirukoil Temple,Thiruchendur,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Balajipuram Temple,Betul,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Basheshwar Mahadev Temple,Bajaura,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Dhillon Plaza,Zirakpur,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Forest Nursery,Saputara,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Hanuman Mandir Temple,Thane,14,4.571428571428571,0,0,14,0.0,0.0,1.0,1.0
Hot Spring of Khordha,Khurda,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Khadi Bhandar,Pahalgam,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Kothapatnam Beach,Ongole,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
"Shri Shantinath Digamber Jain Kaach Mandir, Shirdi",Shirdi,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Subramania Swamy Thirukoil,Pollachi Town,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Tannur Lake,Mandya,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Tapeshwari Devi Temple,Kanpur,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Temple at Sumda Chun,Leh,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
The Faraway Tree Gallery,Chennai,7,4.571428571428571,0,0,7,0.0,0.0,1.0,1.0
Yash Art School - Udaipur,Udaipur,14,4.571428571428571,0,0,14,0.0,0.0,1.0,1.0
Nana Nani Park,Latur,16,4.5625,0,0,16,0.0,0.0,1.0,1.0
Art of Living Center,New Delhi,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Balaram Ambaji Wildlife Sanctuary,Ambaji,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Govindaraja Swamy Temple,Visakhapatnam (Vizag),9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Iskon Temple,New Delhi,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Mata Vaishno Devi Divya Dham,Mumbai,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Nagvasuki Temple,Allahabad,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Soul City Mall,New Delhi,9,4.555555555555555,0,0,9,0.0,0.0,1.0,1.0
Spandan Recreation Park,Asansol,20,4.55,0,0,20,0.0,0.0,1.0,1.0
Kailash Hill Sunset,Ambaji,11,4.545454545454546,0,0,11,0.0,0.0,1.0,1.0
Revansiddeshwar Temple,Solapur,11,4.545454545454546,0,0,11,0.0,0.0,1.0,1.0
Shree Kala Hanuman Temple,Mumbai,11,4.545454545454546,0,0,11,0.0,0.0,1.0,1.0
Benog Wildlife Sanctuary,Mussoorie,26,4.538461538461538,0,0,26,0.0,0.0,1.0,1.0
Galteshwar,Surat,27,4.518518518518518,0,0,27,0.0,0.0,1.0,1.0
Murugan Temple,South Andaman Island,29,4.517241379310345,0,0,29,0.0,0.0,1.0,1.0
Akkalkot Swami Math,Vadodara,14,4.5,0,0,14,0.0,0.0,1.0,1.0
Ambedkar Park,Gorakhpur,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Astha Path,Rishikesh,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Ayuh Ayurveda Spa,Maradu,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Baba Bhayaharan Nath Dham,Pratapgarh,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Bageshwarnath Temple,Agra,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Bal Sangrahalaya,Lucknow,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Bangur Museum,Pali,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Bhavnath Mahadev Temple,Junagadh,6,4.5,0,0,6,0.0,0.0,1.0,1.0
British Council Division,New Delhi,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Camp Wild,Faridabad,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Central,Nagpur,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Chitradhara Falls,Jagdalpur,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Dargah Khwaja Kanoon Sahib,Gwalior,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Dataar Hills,Junagadh,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Ekashila Waterfall & Children Garden,Warangal,12,4.5,0,0,12,0.0,0.0,1.0,1.0
Gopinath Ji Temple,Sikar,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Grand Centre Mall,Muvattupuzha,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Harishankar Falls,Rourkela,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Infinite Ainawn Park,Aizawl,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Jambaji Temple,Jodhpur,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Kantilo,Cuttack,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Kedarnath Mahadev Temple,Palanpur,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Kodikkarai Beach,Nagapattinam,10,4.5,0,0,10,0.0,0.0,1.0,1.0
Krp Dam,Krishnagiri,14,4.5,0,0,14,0.0,0.0,1.0,1.0
Mehta Art Gallery,Varanasi,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Nagarseth haveli,Diu,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Nagoba Mandir,Alibaug,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Natesan's Antiqarts Pvt. Ltd,Bengaluru,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Nature Park,Kolkata,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Rani Duduma Waterfalls,Koraput,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Rightwood,Pune,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Sahastra Dhara,Khargone,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Sai Dham Mandir,Allahabad,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Sai Temple,Moradabad,16,4.5,0,0,16,0.0,0.0,1.0,1.0
Shiva Textile,Pushkar,14,4.5,0,0,14,0.0,0.0,1.0,1.0
Shri Karthik Swami Mandir,Nashik,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Shri Uttar Chidambaram Nataraja Mandir,Satara,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Sohpetbneng Peak,Shillong,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Sri Vani Science Park,Bengaluru,8,4.5,0,0,8,0.0,0.0,1.0,1.0
Varahi Deula Temple,Puri,10,4.5,0,0,10,0.0,0.0,1.0,1.0
"Village museum, Shilparamam",Hyderabad,6,4.5,0,0,6,0.0,0.0,1.0,1.0
Trivati Nath Temple,Bareilly,26,4.461538461538462,0,0,26,0.0,0.0,1.0,1.0
Hazara Falls,Gondia,24,4.458333333333333,0,0,24,0.0,0.0,1.0,1.0
Khasada Fall,Brahmapur,11,4.454545454545454,0,0,11,0.0,0.0,1.0,1.0
Surya Sen Park,Darjeeling,11,4.454545454545454,0,0,11,0.0,0.0,1.0,1.0
Bahinabai Park,Jalgaon,9,4.444444444444445,0,0,9,0.0,0.0,1.0,1.0
Chinaman's Falls,Mahabaleshwar,9,4.444444444444445,0,0,9,0.0,0.0,1.0,1.0
Doodhadhari Barfani Temple,Haridwar,9,4.444444444444445,0,0,9,0.0,0.0,1.0,1.0
Gyangong Ani Gompa,Tawang,9,4.444444444444445,0,0,9,0.0,0.0,1.0,1.0
Satya Sagar Udyan,Daman,9,4.444444444444445,0,0,9,0.0,0.0,1.0,1.0
Biodiversity Park,Ranchi,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Chatushrungi Hills,Pune,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Dakshina Mookambika Temple,Paravoor,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Kailasagiri Temple,Hyderabad,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Kolavizhi Amman Temple,Coimbatore,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Kurumbalakotta,Kalpetta,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Living Style Mall,New Delhi,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Mormugao Fort,Mormugao,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Shiv Theatre,Ahmedabad,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Shree Chitragupt Dham,Sultanpur,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
Shree Siddheshwar Ganesh Mandir,Dhule,7,4.428571428571429,0,0,7,0.0,0.0,1.0,1.0
AeroCity Central,New Delhi,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Anant Art Gallery,Kolkata,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Art & Frames,Udaipur,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Bahirangeshwar Siva Temple,Bhubaneswar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Basavanna Statue,Bengaluru,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Begum Mahal,Mandla,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Bhaskargad,Igatpuri,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Cabo Raj Bhavan,Caranzalem,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Centenary Methodist Church,Hyderabad,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Dandpaneshwar Ganesh Temple,Nandurbar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Dighi Hills,Pune,10,4.4,0,0,10,0.0,0.0,1.0,1.0
Fire Brigade Museum,Pune,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Geeta Bhawan Temple,Moga,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Go Goa Travel,Porvorim,10,4.4,0,0,10,0.0,0.0,1.0,1.0
Gurubaran Tanjore Art Gallery,Chennai,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Hidlumane falls,Shimoga,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Jahaj Mandir,Jalore,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kachargadh Caves,Gondia,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kanoria Haveli,Jhunjhunu,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Karma Dupgyud Choeling Monastery,Leh,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kerala Album Art Gallery,Kumarakom,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kinjale Dam,Ratnagiri,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kolkata Police Museum,Kolkata,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Kunnumpara Temple,Trivandrum,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Manorville Mansion Shimla,Shimla,10,4.4,0,0,10,0.0,0.0,1.0,1.0
Mansarovar Dam and Lake,Sawai Madhopur,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Marlimun Lake,Ooty,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Padinharekara Beach,Malappuram,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Pallippurathu Kavu Temple,Kottayam,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Pambar Falls,Dindigul,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Perfect picnic,Lonavala,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Rajeev Gandhi Swimming Pool,Bhopal,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Rameshwar Mahadev Temple,Mirzapur,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Roothi Rani ka mahal,Himmatnagar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Sagod Jain Temple,Ratlam,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Sapteshwar Mahadev,Himmatnagar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Sasoi dam,Jamnagar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Shiva Bari,Una,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Shree Swami Samartha Kendra,Nashik,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Shrine of Our Lady of Health,Hyderabad,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Shrine of Our lady of Grace,Hyderabad,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Sri Kalika Temple,Mapusa,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Sri Sri Sankat Mochan Mahavir Pitha Tantamundia,Jariput,5,4.4,0,0,5,0.0,0.0,1.0,1.0
St. Mary’s Syro-Malabar Catholic Church,Thrissur,5,4.4,0,0,5,0.0,0.0,1.0,1.0
StyleDarbaar,Surat,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Talajai Hill,Pune,5,4.4,0,0,5,0.0,0.0,1.0,1.0
The Little Paradise,Leh,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Trambak Falls,Bhavnagar,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Trichennamangalam Mahadevar Temple,Adoor,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Vinayak City Centre,Allahabad,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Vintage Men & Women Outfits,Bhuj,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Volte Gallery,Mumbai,5,4.4,0,0,5,0.0,0.0,1.0,1.0
Ambur Shoe Lounge,Ambur,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Devi Krishnamai Temple,Karad,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Gangau Dam,Khajuraho,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Lal Mata Temple,Haridwar,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Nagraj Mandir,Pune,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Pimpalgaon Joga Dam,Pune,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Safarnama Travelers,Narasapura,16,4.375,0,0,16,0.0,0.0,1.0,1.0
Shri Sateri Temple,Malvan,8,4.375,0,0,8,0.0,0.0,1.0,1.0
Kali Khola Falls,Aritar,11,4.363636363636363,0,0,11,0.0,0.0,1.0,1.0
Virasat-e-Khlasa,Anandpur Sahib,11,4.363636363636363,0,0,11,0.0,0.0,1.0,1.0
Indra Bal Vihar Park,Gorakhpur,14,4.357142857142857,0,0,14,0.0,0.0,1.0,1.0
Amar Sagar Jain Temple,Jaisalmer,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Ashvek Vintage World,Nuvem,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Badnore Fort,Bhilwara,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Chacha Nehru Children’s Museum,Trivandrum,9,4.333333333333333,0,0,9,0.0,0.0,1.0,1.0
Dantiwada Dam,Palanpur,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Golpahari Temple,Jamshedpur,12,4.333333333333333,0,0,12,0.0,0.0,1.0,1.0
Gurdwara Dukh Niwaran Sahib Ludhiana,Ludhiana,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Happy House Boat,Nileshwar,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Kakkathuruthu Island,Alappuzha,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Karikanamma or Shri Karikaan Parameshwari Temple,Honnavar,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Khatushyam Mandir,Samastipur,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Kohima Zoo,Kohima,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Lakhaniya Dari,Mirzapur,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
"Lakshmi Narasimha Temple, Toravi, Bijapur District",Bijapur,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Nehru Van Udyan,Roing,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Roopnath Dhaam,Katni,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Shri Geeta Bhawan Sabha Mandir,Phagwara,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Sri Kodandarama Swamy Temple,Nellore,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
Sri Kodandaramaswami Temple,Sringeri,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
St. Lukes Church,Chennai,6,4.333333333333333,0,0,6,0.0,0.0,1.0,1.0
